,text,sentiment
2843,dari ota saya sudah request private parking begitu saya mau parkir ternyata parkirnya kecil sekali dan bahkan seringnya tidak dapat parkir ketika saya kembali dari makan di luar jadi saya harus parkir di luar atau parahnya lagi di sebrang saya rasa itu terlalu beresiko ya apalagi tidak ada jaminan dari pihak hotel,negative
2844,parkir terlalu sempit sama sarapan tidak begitu enak,negative
2845,staf kurang ramah kamarmandi airnya menggenang liftnya lemot banget parkir kurang luas pesen kamar yang single buruk malah di kasih twin,negative
2846,sinyal wifinya belum terlalu optimal tapi pelayanannya ramah,negative
2847,pelayanan jangan berisik pagi siang malam ada saja yang mengganggu,negative
2848,hanya saja tempat parkir mobil yang sempit dan terbatas,negative
2849,wifi tidak bagus sinyalnya,negative
2850,proses check in lama wifi lemot parkiran sempit kamar lumayan comfort air panas kurang berfungsi dengan baik kalau abis mandi airnya kmna alias banjir tidak ada pembuat teh kopi sarapan kurang variatif dan seadanya mau omelet harus minta dlu ada kafe atap lumayan bisa bersantai sore,negative
2851,parkir susah kalau malam parkir di pinggir jalan sikat gigi cuma satu terpaksa beli diluar sandal cuma satu tissu meja tidak ada tv chanel katanya premium tapi saluran biasa dan india tidak ada lemari tidak ada sendok untuk membuat kopi teh tidak ada kran untuk wudlu kamar bau cat mata pedih,negative
2852,kekurangannya hanya satu tempat parkir yang sangat sempit,negative
2853,sarapan nya kurang variasi dan parkir terlalu sempit dan petugas parkir nya kurang membantu saat mobil keluar dan masuk,negative
2854,wifi lambat sarapan oke cuma kurang banyak macemnya tidak ada kopi teh gula dan teko pemanas mau buat yang anget anget tidak bisa tidak ada tisu kamar sabun sampo kondisioner dalam satu botol besar parkiran sempit kalau bawa mobil,negative
2855,di roomnya tidak ada mini bar kulkas kecil dan tissue untuk sarapan pilihan menunya kurang banyak dan tidak ada kudapan,negative
2856,parkir nya terlalu kecil terpaksa parkir di bahu jalan samping hotel karena full makanan standart,negative
2857,minusnya ada suara yang menggangu tapi maklum juga sih namanya juga hotel baru menu sarapan ya sudah tahu sendiri lah,negative
2858,hotel baru tetapi air panas dan lampunya mati sayang sekali untuk hotel bintang,negative
2859,ac kamar sempat mati mendadak akhirnya pindah kamar,negative
2860,menu sarapan kurang variatif lift hanya tersedia buah parkir kendaraan luasnya terbatas,negative
2861,malam pertama ac kamar mati mendadak,negative
2862,saat check in kami naik motor karena untuk mobilitas yang tinggi di jogja parkir di basement keluar masuk basement petugas security ataupun petugas yang di basement cuek pada saat mau mau mengeluarkan motor petugas security hanya duduk duduk dan melihat pada saat keluar melewati mereka disapa jawabnya sekenanya jadi untuk pelayanan petugas security dan petugas yang ada di basement sangat mengecewakan sekali yang pertama dan terakhir di sini,negative
2863,hotel belum jadi jadi sedikit mengganggu apalagi sempat waktu mau ke kamar lift dalam perbaikan jadi harus naik tangga ke lantai capek banget,negative
2864,alangkah baiknya pihak hotel perlu prepare kamar sebelum tamu masuk kamar karena gedung masih baru membuat mata perih ketika masuk kamar proses check in lama karena mesin kunci kamar sempat error,negative
2865,lokasi kurang strategis pemandangan di luar kurang bagus,negative
2866,security tidak ramah makanan tidak enak,negative
2867,pelayananya kurang memuaskan kamar tidak dicek terlebih dahulu sehingga bantalnya ada yang hilang di kamar yang saya tempati dari tamu sebelumnya dan saya yang di tanyakan padahal tidak tahu menau,negative
2868,pertama saat buka kamar saya dapat style sleep yang aslinya pemesanan saya style rilex akhirnya saya minta pindah ke style rilex securitynya tidak bisa senyum mungkin lagi sariawan,negative
2869,variasi makanan perlu ditambah,negative
2870,tempat parkir terlalu sempit menu sarapan harus lebih bervariasi jasa cleaning pelayanan harus bisa,negative
2871,belum ada pelayanan room pelayanan restaurant belum ada business centre belum ada layanan laundariy atau linen,negative
2872,tidak di kasih pewangi di kamar bau kayu dan cat masih tercium resepsionisnya responya lama saya pesan single bed tapi dikasih yang double bed,negative
2873,air toiletnya tidak kenceng sarapannya jawa lumayan ayam opornya tapi tumis kacang panjangnya kaykanya agak kurang pas ya kalau di sajikan buat sekelas hotel lumayan nasi goreng dan aneka goreng an seperti sosis telur dadar telur ceplok kering tempe dll,negative
2874,menginap di kamar hotel budenganet parkir sempit lift hanya ada menu dan rasa untuk sarapan lumayan kamar mandi sempit sehingga air dari shower bisa keluar ke area dibawah toilet ada noda pada bedcover,negative
2875,kekurangannya parkirannya sempit banget,negative
2876,bangunan lift parkir kamar dan lemari agak sempit,negative
2877,pengeringan membutuhkan perhatian lebih meskipun karena air hampir tidak mengalir ke saluran pembuangan sehingga menyebabkan banjir sedikit di lantai kamar mandi oh dan mobil saya tergores setelah menggunakan layanan parkir valet jadi tolong tingkatkan kualitas layanan,negative
2878,handuknya sangat kotor tolong ganti handuk baru,negative
2879,kebersihan harus diperbaiki kecewa dengan kebersihan handuk bau di kamar mandi fya ke yellow star gejayan management,negative
2880,saya pikir jika hotel ini memiliki area merokok dan lift lebih cepat bisa membuat hotel ini lebih baik,negative
2881,mereka tidak mengubah sprei karena memiliki noda kue coklat tidak benar benar senang ketika kita melihat sprei masih sama,negative
2882,hotel pengap gelap kasur keras kamar mandi kotor dan bau pelayanan tidak memuaskan nunggu check in lama di lobby gerah banget dan kotor banyak sampah,negative
2883,kondisi kamar jauh tidak sesuai dengan foto yang dipajang gantungan handuk di kamar mandi sudah ambrol kamar kurang bersih sprey kotor terdapat handuk sisa pakai di dalam lemari tidak disediakan handuk dan sabun sampo harus keluar kamar dulu minta dulu ke resepsionis di depan sepertinya kamar belum selesai dibersihkan tapi kami diminta langsung menempati,negative
2884,nyamuk banyak sekali berisik kamar tidak sesuai gambar cuma disediakan sabun batangan kasur kotor lantai kaya ada rumah semut dan selimut kecil dan tipis,negative
2885,untuk reservasi alakadarnya receptionist tidak stand by jadi harus manggil dulu kamar tidak prepare dengan baik bahkan salah kasih kamar pada awalnya saat complain baru diganti kamarnya padahal airy room tapi peralatan mandi cuma dikasih sabun batang setelah complain baru dikasih peralatan mandi standart airy room ac tidak dingin air panas tidak ada,negative
2886,benar benar jauh dari deskripsinya kebersihan kurang terjaga seperti tidak terlalu dirawat,negative
2887,kamar enak tidak ada masalah tapi kamar mandi lantai nomer banyak kecoa,negative
2888,hotelnya gelap parkiran sempit ac kurang dingin tapi lokasi ok,negative
2889,lumayan tapi kebersihan setiap kamar mohon ditingkatkan pengalaman kamar saya kemarin lantainya berdebu padahal pas nyampe kan mau sholat terus spreinya bagusnya sekali pakai langsung dicuci dong,negative
2890,hotel tidak profesional mengecewakan,negative
2891,saya dan teman menginap dihotel ini dengan jendela kamar yang besar sehingga bisa melihat pemandangan sebelumnya pada hari itu ada perbaikan diluar jendela kamar kami tanpa ada pemberitahuan sebelumnya waktu itu teman saya keluar kamar mandi tanpa busana dan bertriak melihat tukang diluar jendela kami sedang melihat ke arah kamar kami sedang kamar ada dilantai tukang itu bergelantungn lama diluar kami sangat kesal sekali dan langsung cek out sangat menyesal tidur dihotel ini,negative
2892,tidak d kasih kopi padahal atau teh pembuangan air kamar mandi tersumbat serta pelayanan yang tidak kurang ramah terkesan arogan jauh dari kata memuaskan,negative
2893,pelayanannya buruk dan sarapannya hanya diganti dan diberikan nasi box tanpa pemberitahuan terlebih dahulu,negative
2894,tidak memuaskan dan terlalu mahal charge kalau melanggar,negative
2895,makanan tidak bervariasi rasanya juga masih kurang banget omelete tidak ada telpon kamar sendal tisue kamar tidak ada hari ke malahan handuk dan keset kamar mandi tidak ada lokasi jauh dari tempat wisata menyesal banget menginap disini tapi kenapa ratingnya di atas ya padahal masih sangat jauh dengan standar,negative
2896,ac tidak dingin kamar masih bau cat karena tidak menyediakan teh kopi sandal malam malam karena mual saya menanyakan ada teh hotel sekelas tune tidak menyediakannya hadeh,negative
2897,sangat mengecewakan sekali menginap di hotel tune harga tidak sebanding dengan fasilitas makanan sangat tidak enak dan sedikit sekali perlengkapan mandi tidak lengkap tidak ada teh dan kopi telepon pun di kamar tidak ada kamar sangat kecil padahal check out biasanya jam ini masih jam pg tapi listrik sudah dimatikan sangat mengecewakan sekali dan tidak akan pernah menginap di semua grup tune hotel lagi,negative
2898,kelengkapan mandi tidak ada harga mahal,negative
2899,saya request kingsize dan bersedia jika ada penambahan biaya namun saat sampai di hotel tidak dilayani dengan baik oleh bagian frontliner perlu berdebat untuk mendapatkan request saya sampai dikamar kecewanya belum selesei wastafelnya goyang parah sudah copot semua air warnanya coklat parah belum sampai disitu sarapannya tidak kalah mengecewakan sayur kacang panjangnya kliatan sudah berhari dimasak ulang ayamnya seperti batu roti tawar saja kelihatan roti tawar sudah lama receptionist kamar dan sarapannya parah parah semua,negative
2900,menyedihkan lantai kamar kurang bersih ngeres di toilet sarang laba laba deket pintu sarang laba laba tahu deh kamar dibersihin apa tidak telfon pun tidak ada di kamar adanya wartel di dekat lift hadeh,negative
2901,tidak jadi buruk namun pertimbangkan hotel lainnya dulu,negative
2902,cukup sekali ini kami ke kalya hotel tiba di lobby kondisi hujan tidak ada satupun petugas yang inisiatif memayungi istri dan bayi kami sampai kamar kondisi dipan patah dan kami harus menunggu lebih dari menit untuk kamar pengganti kedua masalah itu masih bisa kami maklumi sampai pada saat mau sarapan turun pukul pagi semua station makanan kosong sekedar omelette pun tidak ada thanaks untuk great hospitality,negative
2903,check in jam sore masih d suruh nunggu lama booking room tapi fasilitas tidak sama yang satu tidak tersedia tisue gelas cangkir kopi dan teh yang satu air panas tidak fungsi waktu sarapan jam pg makanan sudah habis semua sudah makan seadanya di suruh bayar dengan alasan room only padahal jelas jelas saya booking included dengan sarapan kupon makan di kasihkan tapi tidak d periksa setelah makan suruh bayar benar benar mengecewakan cara menegur juga sangat tidak sopan check in harus deposit uang rb waktu check out d tnyakan ruwet menyesal deh tidak bakal menginap lagi d sini,negative
2904,tempat terlalu jauh dari kota jogjakarta fasilitas tidak lengkap seperti telpon dan harga yang agak mahal mahal tapi tidak dapat sarapan,negative
2905,air panas tidak jalan semalam sampai pagi complain ke resepsionis cuma suruh nunggu saja tidak ada kepastian dan penjelasan terpaksa mandi air dingin,negative
2906,harga tidak sebanding dengan fasilitas masih banyak hotel lain di jogja yang rate nya d bawah itu tapi jauh lebih bagus tempat tidurnya berisik bunyi membuat susah tidur menu sarapan minimal dengan rasa yang sangat minimal pula baru kali ini merasa salah pilih hotel,negative
2907,tidak recommended pelayanan kurang ramah tidak sesuai pemesanan,negative
2908,tidak ada tisu di kamar hanya ada tisu toilet dan tidak ada cadangan tisu di kamar pagi request tisu melalui front office tetapi tisu tidak diantar ke kamar sampai saya check out makanan sedikit pilihannya ada egg station tetapi tidak bisa request telor ceplok minuman susu rasanya seperti air mineral yang berwarna putih susunya kebanyakan dicampur air air mineral di galon sudah habis tetapi tidak segera di ganti,negative
2909,pelayanan yang kurang menyenangkan dan juga makan pagi yang harus selalu berebutan di tambah fasilitas kamar hotel yang sangat sangat minimal yang seperti tidak ada sendal hotel telpon dan tisuee toilet,negative
2910,satu kata mengecewakan pelayanan buruk security tidak tanggap untuk mengarahkan parkir dan mengangkat tas di dalam ruangan hanya ada teko heater tanpa ada kopi atau teh aneh makanan juga buruk cuma rasa asin dan menunya menu makanan kampung lokasi sebetulnya tidak jauh jauh amat dari kota menyesal deh dan jangan sampai anda mengalami ini seperti saya,negative
2911,hotel ini sepertinya masih sangat kurang dikamar ada teko air panas tapi tidak ada kopi atau teh jadi buat apa teko air panas tsb dikamar mandi tidak disediakan sabun restaurant cuma melayani sarapan habis itu jangan berharap bisa pesan makan siang minuman atau lainnya sarapannya nasi kotak karena hotel lagi tidak ramai kalau ramai baru bucket katanya kolam renangnya kecil dilua ekspektasi poto,negative
2912,kebersihan tidak terjaga dan harganya kemahalan dengan fasilitas begitu,negative
2913,sabun mandi tidak ada sarapan makanannya terbatas sudah habis tidak disediakan lagi kolam renang berlumut,negative
2914,makanan tidak enak,negative
2915,untuk hotel budenganet sangat mengecewakan dengan biaya rb an di awal kita datang petugas tidak ada senyumnya jam cek in pukul itu pun setelah kita terus terusan tanya ada keluarga yang mau menginap juga sama kalau hotel ramai padat iya dan ternyata hotel nya sepi perlengkapan kamar tidak lengkap tidak ada sandal kamar sisir sabun cuma keset tidak ada lemari kamar berdebu berisik sampai bisa kedengaran orang lewat di lorong dan antar kamar kolam renang kotor tidak jernih banyak daun tempat bilas kotor wifi password gonta ganti merepotkan sarapan menunya sangat sedikit dan susunya basi sosis telor saja tidak ada sangat mengecewakan nasi banyak batunya cukup x dan tidak akan menginap disitu lagi walaupun promo juga baru kali ini menginap di hotel budenganet yang sangat sangat mengecewakan alih alih mau liburan malahan menyedihkan,negative
2916,acnya berisik selimutnya kotor,negative
2917,untuk kasur kurang bersih masih berdebu dan ac di kamar tidak dingin,negative
2918,makanan biasa kamar mandi umum yang dekat lift kebersihannya tidak banget,negative
2919,saya menginap selama hari untuk urusan bisnis yang membuat tidak nyaman karena hari ke saya harus pindah kamar ke gedung sebelah dengan alasan ada gangguan supply listrik apalagi saya bawa anak kecil jadi sangat tidak praktis harus selesai boyongan wifi sangat dibatasi hanya untuk ponsel dan sering berubah ubah id dan passwordnya di dalam kamar tidak ada telp jadi untuk mehubungi receptionist harus keluar kamar sangat tidak praktis makanan untuk sarapan juga sangat minimal jam saya turun makanan sudah habis semua serba minimal dibatasi,negative
2920,compliment tidak lengkap tidak ada resto sarapan tidak ada rasanya,negative
2921,parkir mobil sulit handuk dan tempat tidur tidak diganti dan tidak dibersihkan minta air minum untuk hari kedua hanya dikasih satu,negative
2922,tidak ada smoking room kasur kecil tidak dapat kopi dan teh dan sandal kamar pun juga tidak ada,negative
2923,tidak nyaman kurang bersih tidak ada fasilitas smoking dan sandal,negative
2924,tempat parkir sempit sekali jadi kamu need to leave your car key to the security dan everytime kamu want to take your stuff from the car kamu need to get to the person who have your key merepotkan kami booking kamar dengan connecting door pun tidak ada padahal untuk kamar anak anak kami yang masih kecil variasi menu sarapan sedikit sekali worst sarapan experience menu soto ayam tetapi tidak ada ayam nya pesan menu makanan bakmi jawa untuk di kamar pun rasa nya asin sekali tidak setimpal kamu can get better place with the same harga even below sorry,negative
2925,bed nya membuat pegal di badan ac tidak dingin kolam renang kotor,negative
2926,tidak ada telepon sandal wifi lambat makanan cuma ada menu check out jam,negative
2927,ac nya panas dan sendal hotel tidak ada,negative
2928,sarapannya kurang sekali dari segi kualitas wifi lemot,negative
2929,pegawainya tidak interaktif kalo pegawai security ob pada ramah kalau fonya ditanya baru dijawab tapi tidak ada pertanyaan mengenai backpackeran seperti saya,negative
2930,suara dari luar kamar terdengar keras dari dalam kamar makanannya tidak enak dan tidak dicek sehingga sudah habis belum diisi,negative
2931,kehabisan sarapan dan harus menunggu lama menu terbatas,negative
2932,sarapannya cuma nasi kotak stafnya tidak ramah,negative
2933,awalnya reservasi kamar yang double bed bukan yang twin bed tapi tiba dihubungi oleh pihak traveloka di pagi hari di hari h mau check in kalo keterserdiaan kamar yang double bed kosong tidak dapat almari pakaian tidak dapat sandal hotel kamar tidak kedap suara masih terdengar suara dari para tamu lainnya yang di luar kamar untuk sarapan pelayanannya terlalu terburu tamu baru saja selesai makan alat makan langsung diambil mau dibersihkan,negative
2934,harga yang kami bayar tidak sesuai dengan yang kami nikmati hotel bersih karena masih baru hotel kecil kamar kecil parkir terbatas sampai mobil pakir di jalan raya menu sarapan tidak fariatif tidak ada landscape pelayanan ramah,negative
2935,hotel ini relatif jauh dari pusat keramaian kota perbelanjaan kuliner hotel tidak menyediakan makanan only sarapan semata,negative
2936,lokasi cukup sulit dijangkau sarapan dingin,negative
2937,ada banyak suara langkah kaki dan berdebum di luar kamar petugas hotel pengunjung lain berisik beberapa kali jadi terbangun tengah malam,negative
2938,sarapan kurang bervariasi banyak fasilitas yang sedang maintance saluran tv banyak yang hilang air panasnya kadang keluar kadang tidak,negative
2939,waktu check in fronlinernya tidak ramah sama sekali senyum saja tidak saya juga orang hotelier tapi saya tahu tata cara berhadapan dengan tamu saya sarapan jam pagi dan makanan yang disiapkan semua rata rata habis isi ulang makanannya lama kecewa sih padahal ini hotel bintang bukan melati,negative
2940,pelayanan resepsionis sangat tidak baik tidak ramah sama sekali,negative
2941,hotel bintang tetapi pelayanan seperti bintang awal check in tidak ada bell boy atau staf yang bantu angkat barang padahal sudah diminta makanan sangat sederhana sekali padahal tamu hotel sedang banyak dan hargamya sangat mahal,negative
2942,cukup bersih namun sayang sarapan paginya kurang enak,negative
2943,di aplikasi minta twin bed dikasihnya double bed tidak ada lemari pakaian tidak ada teh kopi gula sachet seperti hotel biasanya tidak ada sabun mandi,negative
2944,makanan kurang variasinya mungkin karena kurang pegawai waktu makan harus bersihkan sendiri piringnya dari meja ketika barang saya ketinggalan biasanya diberitahu kalau ada barang yang tertinggal d hotel setelah beberapa jam saya baru telfon dan baru dipastikan kalau ada barang tertinggal untuk kebersihan dan kenyamanan menurut saya sudah okey,negative
2945,tidak ada restaurant repot kalau cari makan overall bagus kedepan harus ada restsurant,negative
2946,untuk parkir kendaraan tidak memadai untuk sarapan menunya juga kurang,negative
2947,menu sarapan kurang telur mata sapi harus tambah charge suara dari lorong kamar terdengar sampai dalam,negative
2948,kamar bau tidak toilet makanan tidak enak dan kurang bervariasi fasilitas kamar kurang lengkap,negative
2949,saya menginap kali pertama ranjang bunyi berisik yang ke ac kurang dingin,negative
2950,saya sudah booking kamar tapi ketika kami sekeluarga mau check in kamar belum siap dan butuh waktu jam lebih kamarnya siap sebagai pelanggan saya sangat kecewa,negative
2951,tidak ada tissue di kamar ac panas mungkin belum pernah di pelayanan,negative
2952,kurang tanggap pelayanannya kamar minta dibersihkan via klik tombol tapi kamar tidak dibersihkan terus di lorong bau tidak sedap gitu,negative
2953,kamar jelek tidak sesuai gambar,negative
2954,makanan sangat kurang dari rasa dan variasi untuk kelas hotel bintang sandal juga terlambat pengiriman nya selain itu overall oke,negative
2955,menu sarapan nya tidak enak saat saya menginap tidak ada juga telur rebus setengah matang dan sedikit varian menunya,negative
2956,dikamar tidak tersedia sandal tilp dikamar juga tidak ada kalau mau hub receptiob sulit tidak ada restoran,negative
2957,makanan nya yang sangat mengecewakan tidak layak untuk level hotel bintang di kamar pun tidak ada free air mineral hadeh,negative
2958,kamar tidak dibersihkan dan handuk tidak diganti,negative
2959,tempat tidur tidak nyaman berisik,negative
2960,kamar panas ac lama dingin dan jauh kemana mana,negative
2961,tiap kamar tidak diberikan pesawat telfon hingga mau hub resepsionis dan call per kamar harus susah ke luar kamar dulu tiap kamar tidak dikasih teh kopi yang harusnya didapat di kelas hotel standart manapun pelayanan kurang memuaskan,negative
2962,kelengkapan kamar sangat minimal tidak sesuai dengan yang diharapkan tamu dan hotel tidak menyediakan makanan minuman yang bisa dibeli menyebabkan tamu harus keluar dan makan di k,negative
2963,mohon mf saran agr fasilitas di tingkatkan karena untuk perlngkapan dikmar msih kurang tidak ad sandal dan perlngkapan sikat gigi dan pastanya tidak ad untuk fasilitas olh rga seperti kolam renang msih di batasi waktunya trmksih,negative
2964,tidak memuaskan karena terlalu berisik dengann aktivitas pengunjung lain dan berisik tentang bel kamar laen yang selalu bunyi terus,negative
2965,hotel ini tidak menawarkan kafe atau restoran didalamnya,negative
2966,pelayanannya mengecewakan kita diminta on time buat check in anak anak sudah kecapean nunggu eh justru pihak hotel yang tidak on time molor hampir setengah jam dari waktu check in,negative
2967,pelayanan menurun petugas resepsionis melayani sambil main handphone dan menjadikan pelayanan lambat,negative
2968,interior hotel cukup bagus namun sayangnya pelayanan kurang memuaskan sabun di kamar mandi habis dan ketika dimintakan harus menunggu keesokan harinya karena staf housekeeping sudah pulang itupun kami harus melapor langsung ke loby karena telepon kamar tidak berfungsi untuk kamar mandi juga masih tercium baru kurang sedap,negative
2969,terakhir saya menginap di kalya tanggal hari itu saya memperoleh kamar yang kondisi ac nya tidak dingin tanggapan dari pihak hotel lambat akhirnya saya dengan terpaksa tetap tidur di kamar yang tidak dingin itu,negative
2970,staf tidak siap pada malam hari hanya ada reception tidak ada bell boy staf security tidak ada ketika security datang setelah dibantu parkir security pula yang diminta mengangkat barang kamar dan kamar mandi kurang bersih spot kolam renang bersama dengan playanground anak dan tempat sarapan sangat tidak cocok air kolam pun tidak bersih sarapan tidak enak dan tidak ada egg station,negative
2971,tidak bisa pinjam alat makan saat bungkus makanan tidak ada sandal hotel,negative
2972,terganggu dengan suara berisik ac di kamar no jadi tidak bisa tidur semalaman anak usia tahun kena charge makan it s oke awalnya bilang cuma rb habis itu pas check out di resepsionis ternyata rb mana yang bener ini yang lainnya cukup puas meski menunya sangat sangat minimalis beda dengan hotel bintang lainnya yang pernah saya singgahi,negative
2973,makanan kurang variasi kopi dan teh tidak ada di kamar memakai hair dariyer untuk mengeringkan rambut cwo anak kecil tiba turun listrik di infokan tidak boleh lama,negative
2974,saat cek in kamar belum siap dan harus dipindah ke lantai dan kamar lainnya kurang koordinasi antara house keeping dengan front office,negative
2975,staf terutama security kurang tanggap dan ramah terhadap tamu hotel sangat berbeda dengan tahun lalu saya adalah tamu langganan sejak tahun lalu makan pagi dapat jatah seperti model catering dengan alasan presentase tamu dibawah tiap malam harus update kunci padahal menginap lebih dari malam setelah extend,negative
2976,apa gara gara libur panjang ini ya fasilitas penunjangnya jadi kurang maksimal,negative
2977,saluran pembuangan kurang lancar fasilitas hotel masih terbatas,negative
2978,oke tapi waktu pemesanan di traveloka saya pesan double bed ternyata dikasi single,negative
2979,minuman dikamar mungkin sisa dari tamu sebelumnya karena kondisi tidak bersegel dan isinya sudah berkurang sandal hotel tidak ada kloset masih kurang bersih untuk hotel bintang tiga,negative
2980,air di wastafel kalau dipake rembes ke bawah saluran airnya juga mampet jadi ada genangan kamarnya diberesin tanpa ada info apapun kita mesen kasur double ternyata itu kasur twin yang digabungin,negative
2981,fasilitasnya masih kurang untuk bisa disebut hotel bintang secara umum,negative
2982,pelayanan lamban saya minta sandal kamar tapi tidak diberikan dan mereka juga tidak menyediakan showercap ketika sarapan kami lumayan menunggu lama untuk dapat cangkir teh karena kehabisan,negative
2983,tidak ada sandal hotel tidak ada teh ataupun kopi serta tidak disediakan gelas baik gelas untuk minum atopun untuk sikat gigi dikamar mandi tidak ada sabun showercup pun juga tidak ada kantong laundariy juga tidak ada,negative
2984,ac tidak dingin dan wifi tidak bisa digunakan,negative
2985,recepcionist kurang ramah terus saya check in jam setengah tapi kamar belum siap dan menunggu lama untuk sarapan pilihan kurang banyak dan tidak enak banget makanannya room dan lobby oke karena decornya yang unik dan bagus thanaks,negative
2986,sinknya tidak berjalan sempurna sehingga air yang keluar menggenang di sink dan lama keringnya ac tidak dingin handuknya walaupun bersih tapi ada lumayan banyak bercak bercak tanda bahwa handuk tersebut sudah lama sekali dipergunakan mungkin saya yang terlalu over expecting terhadap hotel ini,negative
2987,keramahan dan tanggung jawab dari pelayanan yang diberikan dibawah standar tidak mengesanakan kebersihan kamar juga tidak memuaskan terlebih pada lift yang sering terjadi genangan karena tidak ada larangan tamu selepas berenang langsung menuju lift tapi untuk interior dan suasana menginap cukup nyaman,negative
2988,sarapan tidak enak pakai catering karena tidak ada dapur jadi mengecewakan,negative
2989,sandal hotel tidak ada menu sarapan pagi kurang banget variasinya tidak ada telfon diroom sudah letak kurang strategis jadi apa yang bagus ya kalau banget hotelnya saya sudah ngk mau menginap disitu lagi menyesal nginapnya,negative
2990,ada heater tapi tidak disediakan teh kopi dan gula,negative
2991,sayang sekali tidak tersedia sikat gigi coffee maker kamar kurang kedap sehingga suara dari luar dapat masuk kedlm kamar saat sarapan piring gelas kotor tidak segera diangkat makanan minuman habis tidak segeera tersedia kembali,negative
2992,plus letak hotel strategis kamar hotel cukup nyaman minus fasilitas kamar kurang lengkap kulkas kecil lemari sandal tidak ada restoran untuk room pelayanan baru buka jam siang dan sudah tutup jam jadi bagi tamu room only tidak bisa menikmati sarapan di hotel kecuali mau turun ke lobby buat sarapan seharga rb pax,negative
2993,wifi tidak bisa dipakai kamar tidak ada telpon,negative
2994,koneksi wifi tidak bagus tidak selalu terkoneksi sehingga harus update user dan password setiap hari,negative
2995,pas saya nginep telp kamarnya mati akhirnya nelpon pakai hp untuk telp ke hotelnya untuk pesan dinner saya tapi harus berkali kali juga baru diterima telpnya habis mau turun ke receptionist jauh kamarnya gedung dibagian belakang kalau pelayanan lain lain sih oke tidak ada masalah,negative
2996,kunci kamar hotel suka ngadat recepsionist kurang informatif dengan memberikan password wifi yang sudah expired waktu check out yang terlalu dini jam,negative
2997,kamar mandi bilas dengan kondisi pintu yang tidak bisa dikunci keran air mengalir terus sarapan pagi yang sebenarnya cukup banyak variant nya tapi sayang secara rasa tidak dijaga benar benar rasa yang ala kadarnya bunyi bel pintu kamar satu dan yang lainnya cukup terdengar jelas sehingga kadang kita sadar bahwa itu bukan bel kamar kita overall pelayanan bagus dan ramah hanya saja sayang jika punya makanan sarapan sebanyak itu tapi tidak dijaga rasa dan kualitasny,negative
2998,pelayanan cs kurang memberi solusi,negative
2999,mau makan harus antri tempat duduk variasi menunya kurang banyak,negative
3000,wifi tidak jalan walaupun sudah dikasih user berkali kali semua tidak jalan,negative
3001,hotel tune basicnya baik dan cukup untuk perjalanan singkat atau business khusus untuk tune jogya harus ada sedikit pelayanan di layanan restonya mengingat lokasi jauh dan resto sekitar masih belum memadai privasi kamar dan layanan cukup baik,negative
3002,lokasi strategis dan pelayanan terbaik,negative
3003,kolam renang tidak bisa digunakan anak anak jadi kecewa,negative
3004,kolam renang tidak sesuai ekspektasi ruangan oke hanya saja tidak tersedia smoking room,negative
3005,kehabisan sarapannya padahal masih jam,negative
3006,kolam renang maintenance terus air di kamar mandi coklat,negative
3007,hotelnya bagus cuma kamarnya kecil tempat tidurnya juga kecil sarapannya biasa saja rasanya gakada lemarinya tidak dapat teh kopi sendal terus pas hari pertama disana air minumnya tidak ada wifinya harus ganti pssword terus dan lama sinyal juga susah,negative
3008,hotel jauh dari kota,negative
3009,hotelnya horror serem membuat parno,negative
3010,makanan diluar dugaan sangat mengecewakan untuk hotel bintang,negative
3011,kamarnya bersih tapi kamar mandinya bau dan bantal tidak begitu nyaman begitu buka jendela pemandangan seperti bangunan gudang dan horor,negative
3012,kurang lengkap fasilitas di kamarnya,negative
3013,kebersihan dan sarapan paginya kurang baik,negative
3014,ac kurang dingin tanpa ada sandal sarapan rasanya tidak jelas menginap dua malam minta di bersih kan dan ganti sprei tapi sprei nya tidak di ganti tidak ada untuk buat air panas,negative
3015,ada kekurangannya yaitu tidak ada sandal dan perlengkapan toilletries hanya untuk orang lalu valley parkir hanya awalnya saja ketika pulangnya ambil sendiri,negative
3016,sarapan pagi di dus dan lauknya hanya begitu,negative
3017,pada saat baru datang tutup kloset lepas dan pada saat malam hari suara dari koridor berisik sekali,negative
3018,tidak dapat sendal jadi harus beli sendal dulu,negative
3019,standard tidak ada telfon dan teh kopi,negative
3020,fasilitas kurang hanya air putih,negative
3021,variasi menu krg dan saat high occupancy isi ulang sarapan sering terlambat pintu kamar tidak ada penahan jadi kalau bawa anak kecil riweh juga buka tetap pintu,negative
3022,ac kurang dingin ruangnya agak kecil,negative
3023,kamar mandinya agak bau selokan,negative
3024,saya pesan kamar yang twin bed tapi dikasih yang tidak sesuai sama pesanan,negative
3025,lahan parkir kurang luas,negative
3026,untuk sarapannya masih belum standart hotel kalau bisa tolong ditingkatkan standart makanannya,negative
3027,biasa banget tapi parahnya di pool tidak ada handuk,negative
3028,kami ke tune hotel pas long weekend tapi makanan pelayanan kurang sesuai dengan harga yang dibebanakan,negative
